loan_amount,value_per_installment,acc_amount,payment_term,capitalized_interest,value_future,months
6763.0,1690.75,6763.0,744.0,0.0,6763.0,0.0
250.0,83.33333333333333,274.0,630.0,24.0,274.0,8.0
2853.0,1426.5,2853.0,750.0,0.0,2853.0,0.0
6328.0,1582.0,6631.744,868.0,303.744,6631.744000000001,4.0
3671.0,917.75,4111.52,682.0,440.52,4111.52,10.0
650.0,650.0,650.0,744.0,0.0,650.0,0.0
404.0,202.0,437.936,210.0,33.936,437.93600000000004,7.0
3240.0,1080.0,3317.76,434.0,77.76,3317.76,2.0
895.0,298.3333333333333,1002.4,300.0,107.4,1002.4000000000001,10.0
2670.0,890.0,2926.32,620.0,256.32,2926.32,8.0
6911.0,1727.75,7076.864,810.0,165.864,7076.8640000000005,2.0
1883.0,470.75,2108.96,1054.0,225.96,2108.96,10.0
6180.0,2060.0,6624.96,930.0,444.96,6624.96,6.0
4059.0,1353.0,4351.248,180.0,292.248,4351.2480000000005,6.0
8293.0,2073.25,8293.0,1116.0,0.0,8293.0,0.0
5597.0,1865.6666666666667,6335.804,1080.0,738.804,6335.804000000001,11.0
2569.0,2569.0,2692.312,510.0,123.312,2692.312,4.0
6254.0,1563.5,6254.0,744.0,0.0,6254.0,0.0
250.0,125.0,283.0,713.0,33.0,283.00000000000006,11.0
1808.0,602.6666666666666,2068.352,360.0,260.35200000000003,2068.3520000000003,12.0
7508.0,1877.0,7958.48,527.0,450.48,7958.4800000000005,5.0
2447.0,1223.5,2681.912,620.0,234.912,2681.9120000000003,8.0
489.0,244.5,541.812,279.0,52.812000000000005,541.812,9.0
2180.0,545.0,2232.32,806.0,52.32,2232.32,2.0
250.0,83.33333333333333,265.0,527.0,15.0,265.0,5.0
4067.0,1355.6666666666667,4115.804,775.0,48.804,4115.804,1.0
5846.0,1169.2,5986.304,1170.0,140.304,5986.304,2.0
250.0,83.33333333333333,259.0,480.0,9.0,259.0,3.0
3526.0,3526.0,3991.432,330.0,465.43199999999996,3991.4320000000002,11.0
4428.0,1476.0,4906.224,660.0,478.22400000000005,4906.224,9.0
6716.0,2238.6666666666665,6957.776,837.0,241.776,6957.776,3.0
6154.0,2051.3333333333335,6966.3279999999995,713.0,812.328,6966.328,11.0
3714.0,928.5,3847.704,840.0,133.704,3847.704,3.0
2327.0,775.6666666666666,2578.316,279.0,251.316,2578.3160000000003,9.0
818.0,409.0,916.16,300.0,98.16000000000001,916.1600000000001,10.0
3415.0,1138.3333333333333,3865.78,720.0,450.78000000000003,3865.78,11.0
3402.0,680.4,3483.648,810.0,81.648,3483.648,2.0
7180.0,1795.0,7955.44,1020.0,775.4399999999999,7955.4400000000005,9.0
6862.0,1715.5,7438.408,600.0,576.408,7438.408,7.0
3223.0,805.75,3223.0,372.0,0.0,3223.0,0.0
7706.0,2568.6666666666665,8260.832,930.0,554.8320000000001,8260.832,6.0
250.0,125.0,259.0,465.0,9.0,259.0,3.0
2071.0,517.75,2220.112,930.0,149.112,2220.112,6.0
5037.0,1259.25,5701.884,720.0,664.884,5701.884000000001,11.0
8073.0,1614.6,9138.636,1426.0,1065.636,9138.636,11.0
3861.0,1287.0,4046.328,510.0,185.328,4046.328,4.0
5743.0,1435.75,5743.0,372.0,0.0,5743.0,0.0
4593.0,1148.25,5033.928,992.0,440.928,5033.928000000001,8.0
6580.0,1645.0,7369.6,1395.0,789.6000000000001,7369.6,10.0
5734.0,2867.0,5871.616,450.0,137.616,5871.616,2.0
6203.0,1550.75,6872.924,279.0,669.9240000000001,6872.924000000001,9.0
3312.0,828.0,3669.696,660.0,357.696,3669.6960000000004,9.0
5774.0,1924.6666666666667,6536.168,1080.0,762.168,6536.168000000001,11.0
4570.0,1142.5,4844.2,527.0,274.20000000000005,4844.2,5.0
687.0,343.5,719.976,124.0,32.976,719.976,4.0
1286.0,428.6666666666667,1316.864,434.0,30.864,1316.864,2.0
7518.0,1503.6,8239.728,992.0,721.7280000000001,8239.728000000001,8.0
3487.0,871.75,3654.376,868.0,167.376,3654.376,4.0
3321.0,1107.0,3639.816,240.0,318.81600000000003,3639.8160000000003,8.0
1661.0,830.5,1780.592,558.0,119.59200000000001,1780.592,6.0
4074.0,1358.0,4367.3279999999995,930.0,293.328,4367.328,6.0
7603.0,2534.3333333333335,8059.18,900.0,456.18,8059.18,5.0
250.0,250.0,280.0,682.0,30.0,280.0,10.0
3754.0,750.8,3934.192,1230.0,180.192,3934.192,4.0
382.0,191.0,423.25600000000003,660.0,41.25600000000001,423.25600000000003,9.0
3692.0,3692.0,3736.304,420.0,44.304,3736.304,1.0
2070.0,517.5,2243.88,960.0,173.88,2243.88,7.0
6928.0,1732.0,7011.136,775.0,83.136,7011.136,1.0
6536.0,1307.2,7163.456,992.0,627.456,7163.456,8.0
9535.0,1907.0,10107.1,900.0,572.1,10107.1,5.0
2903.0,1451.5,3181.688,620.0,278.688,3181.688,8.0
933.0,466.5,955.392,450.0,22.392,955.392,2.0
5595.0,1119.0,6132.12,990.0,537.12,6132.120000000001,8.0
3526.0,1175.3333333333333,3949.12,682.0,423.12,3949.1200000000003,10.0
3543.0,1181.0,3840.612,961.0,297.61199999999997,3840.612,7.0
2666.0,1333.0,2921.936,240.0,255.936,2921.936,8.0
6728.0,1345.6,6970.208,1200.0,242.20800000000003,6970.2080000000005,3.0
7782.0,1945.5,8342.304,930.0,560.304,8342.304,6.0
8285.0,1657.0,8583.26,1200.0,298.26,8583.26,3.0
871.0,435.5,912.808,120.0,41.808,912.808,4.0
5565.0,1855.0,5698.56,450.0,133.56,5698.56,2.0
4849.0,969.8,5023.564,837.0,174.56400000000002,5023.564,3.0
2849.0,949.6666666666666,3054.128,570.0,205.12800000000001,3054.128,6.0
6621.0,1655.25,6700.452,1519.0,79.452,6700.452,1.0
6599.0,1319.8,6994.94,900.0,395.94,6994.9400000000005,5.0
4510.0,1127.5,4618.24,806.0,108.24000000000001,4618.24,2.0
4109.0,821.8,4207.616,1178.0,98.616,4207.616,2.0
931.0,310.3333333333333,1009.204,217.0,78.20400000000001,1009.2040000000001,7.0
250.0,83.33333333333333,268.0,570.0,18.0,268.0,6.0
5594.0,1864.6666666666667,5862.512,870.0,268.512,5862.512000000001,4.0
2761.0,920.3333333333334,2860.396,840.0,99.39599999999999,2860.396,3.0
5682.0,1420.5,6022.92,899.0,340.91999999999996,6022.92,5.0
2328.0,1164.0,2607.36,300.0,279.36,2607.36,10.0
250.0,83.33333333333333,283.0,341.0,33.0,283.00000000000006,11.0
5978.0,1494.5,6049.736,780.0,71.736,6049.736,1.0
691.0,230.33333333333334,732.46,155.0,41.46,732.46,5.0
250.0,83.33333333333333,253.0,403.0,3.0,253.0,1.0
250.0,250.0,280.0,300.0,30.0,280.0,10.0
3971.0,1985.5,3971.0,390.0,0.0,3971.0,0.0
3402.0,1134.0,3402.0,744.0,0.0,3402.0,0.0
250.0,125.0,253.0,403.0,3.0,253.0,1.0
250.0,125.0,253.0,420.0,3.0,253.0,1.0
1993.0,996.5,2040.832,450.0,47.832,2040.832,2.0
1711.0,570.3333333333334,1731.532,420.0,20.532,1731.532,1.0
3139.0,1046.3333333333333,3139.0,750.0,0.0,3139.0,0.0
6346.0,2115.3333333333335,6498.304,806.0,152.304,6498.304,2.0
362.0,120.66666666666667,405.44,310.0,43.440000000000005,405.44000000000005,10.0
430.0,215.0,430.0,390.0,0.0,430.0,0.0
1046.0,523.0,1196.624,360.0,150.624,1196.624,12.0
2773.0,924.3333333333334,2972.656,930.0,199.656,2972.6560000000004,6.0
2021.0,673.6666666666666,2045.252,775.0,24.252,2045.252,1.0
7593.0,1898.25,8686.392,360.0,1093.392,8686.392000000002,12.0
3512.0,1170.6666666666667,3596.288,810.0,84.288,3596.288,2.0
1786.0,893.0,1807.432,420.0,21.432000000000002,1807.432,1.0
2419.0,806.3333333333334,2651.224,620.0,232.22400000000002,2651.224,8.0
1285.0,642.5,1362.1,150.0,77.1,1362.1000000000001,5.0
3496.0,1165.3333333333333,3957.4719999999998,720.0,461.472,3957.472,11.0
1329.0,1329.0,1329.0,372.0,0.0,1329.0,0.0
2422.0,807.3333333333334,2480.128,810.0,58.128,2480.128,2.0
4486.0,1121.5,4593.664,806.0,107.664,4593.664,2.0
6638.0,1327.6,6876.968,1200.0,238.96800000000002,6876.968,3.0
7726.0,1931.5,8004.136,840.0,278.136,8004.136,3.0
5847.0,1461.75,6548.64,690.0,701.64,6548.64,10.0
2085.0,695.0,2285.16,630.0,200.16,2285.1600000000003,8.0
3148.0,1049.3333333333333,3185.776,420.0,37.776,3185.776,1.0
1849.0,616.3333333333334,2026.504,620.0,177.504,2026.5040000000001,8.0
1317.0,658.5,1427.628,589.0,110.628,1427.6280000000002,7.0
1552.0,776.0,1738.24,682.0,186.23999999999998,1738.2400000000002,10.0
968.0,968.0,1002.848,465.0,34.848,1002.8480000000001,3.0
1557.0,519.0,1631.736,510.0,74.736,1631.736,4.0
1509.0,754.5,1599.54,155.0,90.54,1599.5400000000002,5.0
4246.0,1415.3333333333333,4806.472,330.0,560.472,4806.472000000001,11.0
3279.0,1093.0,3515.088,180.0,236.088,3515.088,6.0
6604.0,1651.0,7475.728,1080.0,871.7280000000001,7475.728000000001,11.0
3511.0,1755.5,3721.66,900.0,210.66,3721.6600000000003,5.0
479.0,479.0,507.74,527.0,28.740000000000002,507.74,5.0
3803.0,1901.5,4031.18,900.0,228.18,4031.1800000000003,5.0
8474.0,2824.6666666666665,8779.064,465.0,305.064,8779.064,3.0
4164.0,1388.0,4313.904,837.0,149.904,4313.904,3.0
250.0,83.33333333333333,268.0,558.0,18.0,268.0,6.0
6623.0,1655.75,6940.904,870.0,317.904,6940.904,4.0
3995.0,998.75,4426.46,660.0,431.46,4426.46,9.0
5351.0,1783.6666666666667,5672.06,540.0,321.06,5672.06,5.0
4129.0,2064.5,4624.48,682.0,495.48,4624.4800000000005,10.0
7177.0,1794.25,7435.372,1209.0,258.37199999999996,7435.372,3.0
4967.0,1655.6666666666667,4967.0,1110.0,0.0,4967.0,0.0
2685.0,1342.5,2813.88,124.0,128.88,2813.88,4.0
5424.0,1084.8,6009.792,1020.0,585.792,6009.792,9.0
5011.0,1670.3333333333333,5251.528,870.0,240.528,5251.528,4.0
250.0,250.0,283.0,330.0,33.0,283.00000000000006,11.0
3482.0,870.5,3941.624,1085.0,459.62399999999997,3941.6240000000003,11.0
5157.0,1719.0,5713.956,1020.0,556.956,5713.956,9.0
9528.0,2382.0,10099.68,1271.0,571.68,10099.68,5.0
2984.0,994.6666666666666,3091.424,840.0,107.424,3091.424,3.0
3105.0,1035.0,3216.78,840.0,111.78,3216.78,3.0
466.0,233.0,477.184,450.0,11.184000000000001,477.184,2.0
3357.0,1119.0,3679.272,240.0,322.272,3679.2720000000004,8.0
6222.0,1555.5,6819.312,990.0,597.312,6819.312000000001,8.0
5852.0,1950.6666666666667,6484.016,651.0,632.0160000000001,6484.0160000000005,9.0
4756.0,1189.0,5212.576,992.0,456.576,5212.576,8.0
7047.0,1409.4,7638.948,1333.0,591.9480000000001,7638.948,7.0
982.0,491.0,1029.136,120.0,47.136,1029.136,4.0
4505.0,1501.6666666666667,4667.18,837.0,162.18,4667.18,3.0
2009.0,669.6666666666666,2274.188,720.0,265.188,2274.188,11.0
754.0,377.0,772.096,434.0,18.096,772.096,2.0
906.0,453.0,949.488,124.0,43.488,949.488,4.0
4264.0,1066.0,4673.344,630.0,409.344,4673.344,8.0
7086.0,1417.2,7851.2880000000005,1023.0,765.288,7851.2880000000005,9.0
6932.0,1386.4,7098.368,810.0,166.368,7098.368,2.0
7203.0,1440.6,7375.872,806.0,172.872,7375.872,2.0
3459.0,1153.0,3500.508,403.0,41.508,3500.508,1.0
5304.0,1768.0,5813.184,240.0,509.184,5813.184,8.0
2607.0,1303.5,2857.272,240.0,250.272,2857.2720000000004,8.0
951.0,475.5,996.648,124.0,45.648,996.648,4.0
7779.0,1555.8,8245.74,1271.0,466.74,8245.74,5.0
748.0,374.0,810.832,589.0,62.83200000000001,810.8320000000001,7.0
4652.0,1163.0,5266.064,330.0,614.064,5266.064,11.0
7523.0,1504.6,7613.276,1860.0,90.276,7613.276,1.0
1443.0,1443.0,1494.948,480.0,51.94799999999999,1494.948,3.0
317.0,158.5,351.236,651.0,34.236000000000004,351.23600000000005,9.0
250.0,125.0,256.0,450.0,6.0,256.0,2.0
7437.0,1487.4,7883.22,899.0,446.22,7883.22,5.0
1459.0,486.3333333333333,1564.048,570.0,105.048,1564.048,6.0
4897.0,2448.5,5132.056,870.0,235.056,5132.0560000000005,4.0
2859.0,1429.5,2961.924,480.0,102.924,2961.924,3.0
250.0,250.0,253.0,403.0,3.0,253.0,1.0
3714.0,928.5,3847.704,465.0,133.704,3847.704,3.0
9574.0,1595.6666666666667,9803.776,806.0,229.776,9803.776,2.0
5843.0,1168.6,5843.0,1110.0,0.0,5843.0,0.0
7651.0,1912.75,8477.308,1023.0,826.308,8477.308,9.0
2733.0,911.0,2798.592,806.0,65.592,2798.592,2.0
514.0,257.0,569.512,651.0,55.512,569.5120000000001,9.0
2960.0,1480.0,3244.16,630.0,284.16,3244.1600000000003,8.0
4952.0,1650.6666666666667,5546.24,1410.0,594.24,5546.240000000001,10.0
5942.0,1485.5,6369.824,930.0,427.824,6369.8240000000005,6.0
6083.0,1520.75,6301.988,837.0,218.988,6301.988,3.0
7420.0,1855.0,7954.24,930.0,534.24,7954.240000000001,6.0
3394.0,848.5,3434.728,775.0,40.728,3434.728,1.0
1149.0,383.0,1190.364,480.0,41.364000000000004,1190.364,3.0
4014.0,1003.5,4158.504,465.0,144.504,4158.504,3.0
5703.0,1425.75,5771.436,1140.0,68.436,5771.436,1.0
7433.0,1486.6,8235.764,1023.0,802.764,8235.764000000001,9.0
3965.0,1321.6666666666667,4250.48,558.0,285.48,4250.4800000000005,6.0
2191.0,1095.5,2191.0,390.0,0.0,2191.0,0.0
2194.0,2194.0,2430.952,270.0,236.952,2430.952,9.0
5417.0,2708.5,6067.04,1054.0,650.0400000000001,6067.040000000001,10.0
3402.0,1134.0,3810.24,682.0,408.24,3810.2400000000002,10.0
3917.0,979.25,4246.028,600.0,329.02799999999996,4246.028,7.0
2405.0,801.6666666666666,2462.72,810.0,57.72,2462.7200000000003,2.0
1315.0,657.5,1472.8,300.0,157.8,1472.8000000000002,10.0
250.0,125.0,286.0,360.0,36.0,286.00000000000006,12.0
6654.0,2218.0,7133.088,930.0,479.08799999999997,7133.088000000001,6.0
5772.0,2886.0,6118.32,527.0,346.32,6118.320000000001,5.0
3137.0,1568.5,3400.508,600.0,263.508,3400.5080000000003,7.0
250.0,125.0,250.0,390.0,0.0,250.0,0.0
6481.0,1620.25,6558.772,1140.0,77.772,6558.772,1.0
250.0,125.0,265.0,155.0,15.0,265.0,5.0
974.0,487.0,997.376,434.0,23.376,997.376,2.0
3070.0,767.5,3143.68,1178.0,73.68,3143.6800000000003,2.0
400.0,200.0,419.2,120.0,19.2,419.20000000000005,4.0
3994.0,1331.3333333333333,4089.856,806.0,95.85600000000001,4089.856,2.0
1130.0,1130.0,1170.68,480.0,40.68,1170.68,3.0
5267.0,1316.75,5709.428,1333.0,442.428,5709.428000000001,7.0
361.0,180.5,369.664,810.0,8.664,369.664,2.0
2609.0,869.6666666666666,2671.616,450.0,62.616,2671.616,2.0
5149.0,1287.25,5705.092,279.0,556.092,5705.092000000001,9.0
3589.0,897.25,3718.204,840.0,129.204,3718.204,3.0
1112.0,370.6666666666667,1245.44,310.0,133.44,1245.44,10.0
8489.0,2122.25,8692.736,1178.0,203.73600000000002,8692.736,2.0
3282.0,820.5,3597.072,620.0,315.072,3597.072,8.0
7261.0,1452.2,7522.396,837.0,261.396,7522.396000000001,3.0
6568.0,1642.0,7119.7119999999995,961.0,551.712,7119.712,7.0
609.0,203.0,652.848,558.0,43.848,652.8480000000001,6.0
3275.0,1091.6666666666667,3628.7,660.0,353.70000000000005,3628.7000000000003,9.0
1371.0,457.0,1469.712,570.0,98.71200000000002,1469.712,6.0
4258.0,1419.3333333333333,4462.384,868.0,204.38400000000001,4462.384,4.0
3976.0,994.0,4071.424,450.0,95.424,4071.424,2.0
1401.0,700.5,1569.12,300.0,168.12,1569.1200000000001,10.0
3333.0,1111.0,3612.972,600.0,279.97200000000004,3612.972,7.0
5790.0,1158.0,6484.8,1054.0,694.8000000000001,6484.8,10.0
250.0,250.0,274.0,248.0,24.0,274.0,8.0
6020.0,2006.6666666666667,6308.96,870.0,288.96,6308.96,4.0
3270.0,1090.0,3505.44,558.0,235.44,3505.44,6.0
4401.0,1467.0,4929.12,690.0,528.12,4929.120000000001,10.0
2476.0,825.3333333333334,2535.424,434.0,59.424,2535.424,2.0
1881.0,1881.0,1903.572,420.0,22.572,1903.5720000000001,1.0
2546.0,636.5,2882.072,1426.0,336.072,2882.072,11.0
3315.0,1105.0,3513.9,900.0,198.9,3513.9,5.0
5217.0,1739.0,5342.208,806.0,125.208,5342.2080000000005,2.0
779.0,779.0,844.436,210.0,65.436,844.436,7.0
5831.0,1457.75,6460.748,1023.0,629.748,6460.7480000000005,9.0
7634.0,1526.8,8366.864,990.0,732.864,8366.864000000001,8.0
2481.0,827.0,2689.404,961.0,208.40400000000002,2689.404,7.0
4688.0,1172.0,5138.048,992.0,450.048,5138.048000000001,8.0
5242.0,2621.0,5619.424,570.0,377.42400000000004,5619.424,6.0
3772.0,1257.3333333333333,4224.64,300.0,452.64000000000004,4224.64,10.0
1634.0,544.6666666666666,1673.216,810.0,39.216,1673.2160000000001,2.0
6255.0,1563.75,6255.0,1110.0,0.0,6255.0,0.0
3165.0,1055.0,3506.82,651.0,341.82000000000005,3506.82,9.0
2014.0,671.3333333333334,2255.68,310.0,241.68,2255.6800000000003,10.0
1631.0,543.6666666666666,1709.288,510.0,78.288,1709.288,4.0
1247.0,1247.0,1291.892,480.0,44.892,1291.892,3.0
4087.0,2043.5,4577.4400000000005,690.0,490.44000000000005,4577.4400000000005,10.0
5345.0,1336.25,5473.28,450.0,128.28,5473.28,2.0
1543.0,771.5,1561.516,420.0,18.516000000000002,1561.516,1.0
3147.0,3147.0,3449.112,248.0,302.112,3449.112,8.0
7347.0,2449.0,7787.82,1271.0,440.82,7787.820000000001,5.0
1231.0,410.3333333333333,1363.948,1023.0,132.948,1363.948,9.0
4061.0,1015.25,4304.66,899.0,243.66,4304.66,5.0
1412.0,470.6666666666667,1530.608,600.0,118.60799999999999,1530.6080000000002,7.0
559.0,186.33333333333334,585.832,120.0,26.832,585.832,4.0
6483.0,2161.0,7105.368,992.0,622.368,7105.368,8.0
6278.0,1569.5,6428.672,806.0,150.672,6428.6720000000005,2.0
343.0,343.0,384.15999999999997,310.0,41.16,384.16,10.0
6116.0,2038.6666666666667,6776.528,651.0,660.528,6776.528,9.0
1897.0,1897.0,2056.348,589.0,159.34799999999998,2056.348,7.0
5040.0,1260.0,5342.4,899.0,302.40000000000003,5342.400000000001,5.0
5223.0,1044.6,5285.676,1140.0,62.676,5285.676,1.0
6971.0,1394.2,7054.652,1140.0,83.652,7054.652,1.0
1959.0,1959.0,2100.048,570.0,141.048,2100.0480000000002,6.0
3472.0,1736.0,3555.328,434.0,83.328,3555.328,2.0
2164.0,1082.0,2267.872,510.0,103.872,2267.8720000000003,4.0
1021.0,510.5,1131.268,279.0,110.268,1131.268,9.0
3200.0,1600.0,3353.6,120.0,153.6,3353.6000000000004,4.0
5426.0,1356.5,5491.112,775.0,65.112,5491.112,1.0
2873.0,957.6666666666666,3148.808,248.0,275.808,3148.8080000000004,8.0
5649.0,1412.25,6055.728,930.0,406.72799999999995,6055.728,6.0
1492.0,497.3333333333333,1581.52,527.0,89.52,1581.52,5.0
3009.0,1003.0,3117.324,480.0,108.32400000000001,3117.324,3.0
1249.0,416.3333333333333,1383.892,270.0,134.892,1383.892,9.0
1495.0,747.5,1566.76,124.0,71.76,1566.76,4.0
4040.0,1346.6666666666667,4282.4,900.0,242.40000000000003,4282.400000000001,5.0
1668.0,556.0,1668.0,750.0,0.0,1668.0,0.0
250.0,125.0,262.0,124.0,12.0,262.0,4.0
5059.0,1264.75,5666.08,1050.0,607.0799999999999,5666.080000000001,10.0
2775.0,925.0,3141.3,713.0,366.29999999999995,3141.3,11.0
2016.0,2016.0,2282.112,341.0,266.112,2282.112,11.0
3716.0,929.0,3760.592,775.0,44.592,3760.592,1.0
4504.0,1126.0,4774.24,540.0,270.24,4774.240000000001,5.0
1946.0,486.5,2039.408,496.0,93.408,2039.4080000000001,4.0
6201.0,1550.25,6721.884,600.0,520.884,6721.884,7.0
3706.0,926.5,4017.304,960.0,311.30400000000003,4017.304,7.0
1025.0,341.6666666666667,1086.5,1271.0,61.5,1086.5,5.0
5517.0,1839.0,6112.836,660.0,595.836,6112.836,9.0
4295.0,1073.75,4449.62,837.0,154.62,4449.62,3.0
2167.0,722.3333333333334,2193.004,775.0,26.004,2193.004,1.0
7276.0,2425.3333333333335,7450.624,806.0,174.624,7450.624,2.0
1661.0,830.5,1740.728,870.0,79.72800000000001,1740.728,4.0
5043.0,2521.5,5224.548,465.0,181.548,5224.548,3.0
250.0,125.0,283.0,341.0,33.0,283.00000000000006,11.0
297.0,148.5,318.384,180.0,21.384,318.384,6.0
2571.0,857.0,2694.408,120.0,123.408,2694.408,4.0
5759.0,1439.75,5759.0,1116.0,0.0,5759.0,0.0
4766.0,1191.5,5166.344,960.0,400.344,5166.344,7.0
788.0,788.0,825.824,124.0,37.824,825.8240000000001,4.0
9942.0,2485.5,10777.128,961.0,835.128,10777.128,7.0
4629.0,2314.5,5240.028,720.0,611.028,5240.028,11.0
4427.0,1475.6666666666667,4427.0,744.0,0.0,4427.0,0.0
8074.0,2018.5,8945.992,1020.0,871.9920000000001,8945.992,9.0
6365.0,1591.25,6976.04,248.0,611.04,6976.040000000001,8.0
5929.0,1976.3333333333333,6711.628,720.0,782.6279999999999,6711.628000000001,11.0
850.0,425.0,962.2,341.0,112.20000000000002,962.2,11.0
6184.0,1546.0,6332.416,806.0,148.416,6332.416,2.0
6440.0,1288.0,6440.0,1116.0,0.0,6440.0,0.0
290.0,145.0,307.4,527.0,17.4,307.40000000000003,5.0
7800.0,1560.0,8174.4,1230.0,374.40000000000003,8174.400000000001,4.0
5841.0,1947.0,6541.92,1054.0,700.92,6541.920000000001,10.0
4519.0,1506.3333333333333,4519.0,750.0,0.0,4519.0,0.0
2777.0,1388.5,2976.944,930.0,199.944,2976.944,6.0
6851.0,1712.75,7015.424,810.0,164.424,7015.424,2.0
4959.0,1239.75,5018.508,1147.0,59.508,5018.508,1.0
907.0,453.5,950.5360000000001,496.0,43.536,950.5360000000001,4.0
3025.0,1512.5,3097.6,434.0,72.60000000000001,3097.6,2.0
6349.0,2116.3333333333335,6501.376,434.0,152.376,6501.376,2.0
5859.0,1464.75,5859.0,744.0,0.0,5859.0,0.0
6100.0,2033.3333333333333,6905.2,720.0,805.2,6905.200000000001,11.0
3801.0,1900.5,4165.896,620.0,364.896,4165.896000000001,8.0
4541.0,2270.5,4704.476,837.0,163.476,4704.476000000001,3.0
2574.0,1287.0,2790.216,217.0,216.216,2790.2160000000003,7.0
7465.0,1493.0,7912.9,1620.0,447.9,7912.900000000001,5.0
5222.0,1305.5,5848.64,1050.0,626.64,5848.64,10.0
7712.0,1928.0,8082.176,1240.0,370.176,8082.176,4.0
3605.0,901.25,3691.52,450.0,86.52,3691.52,2.0
4972.0,1243.0,5150.992,837.0,178.99200000000002,5150.992,3.0
250.0,250.0,262.0,120.0,12.0,262.0,4.0
3729.0,1864.5,3863.244,480.0,134.244,3863.244,3.0
650.0,325.0,728.0,310.0,78.0,728.0000000000001,10.0
3655.0,1218.3333333333333,4049.74,651.0,394.74,4049.7400000000002,9.0
5368.0,1342.0,5883.3279999999995,240.0,515.328,5883.328,8.0
896.0,896.0,939.008,120.0,43.008,939.008,4.0
299.0,149.5,313.352,868.0,14.352,313.35200000000003,4.0
5661.0,1415.25,5661.0,1110.0,0.0,5661.0,0.0
2949.0,1474.5,3019.776,450.0,70.776,3019.776,2.0
477.0,238.5,505.62,155.0,28.62,505.62,5.0
6062.0,2020.6666666666667,6789.4400000000005,1054.0,727.44,6789.4400000000005,10.0
8268.0,2067.0,8466.432,810.0,198.43200000000002,8466.432,2.0
5060.0,1265.0,5606.48,1020.0,546.48,5606.4800000000005,9.0
1982.0,991.0,2243.624,720.0,261.62399999999997,2243.6240000000003,11.0
1623.0,811.5,1739.856,570.0,116.856,1739.856,6.0
7715.0,2571.6666666666665,8085.32,870.0,370.32,8085.320000000001,4.0
7083.0,1416.6,8017.956,1440.0,934.9559999999999,8017.956000000001,11.0
2383.0,794.3333333333334,2383.0,390.0,0.0,2383.0,0.0
1921.0,640.3333333333334,1967.104,450.0,46.104,1967.104,2.0
1569.0,523.0,1776.108,720.0,207.108,1776.1080000000002,11.0
1216.0,608.0,1274.368,120.0,58.368,1274.368,4.0
2290.0,572.5,2509.84,630.0,219.84,2509.84,8.0
2083.0,1041.5,2357.956,341.0,274.956,2357.956,11.0
250.0,125.0,250.0,390.0,0.0,250.0,0.0
250.0,125.0,268.0,180.0,18.0,268.0,6.0
5056.0,1264.0,5662.72,1054.0,606.72,5662.72,10.0
3793.0,1896.5,4157.128,248.0,364.128,4157.128000000001,8.0
6295.0,1573.75,6672.7,899.0,377.70000000000005,6672.700000000001,5.0
1395.0,697.5,1461.96,120.0,66.96000000000001,1461.96,4.0
250.0,125.0,259.0,840.0,9.0,259.0,3.0
250.0,250.0,250.0,372.0,0.0,250.0,0.0
1807.0,903.5,1915.42,527.0,108.42,1915.42,5.0
1637.0,545.6666666666666,1637.0,744.0,0.0,1637.0,0.0
3621.0,905.25,4055.52,682.0,434.52,4055.5200000000004,10.0
424.0,141.33333333333334,449.44,540.0,25.44,449.44,5.0
370.0,185.0,405.52,240.0,35.52,405.52000000000004,8.0
4563.0,1521.0,4672.512,434.0,109.512,4672.512,2.0
3676.0,1225.3333333333333,3808.3360000000002,480.0,132.336,3808.3360000000002,3.0
9175.0,1835.0,9505.3,1200.0,330.3,9505.300000000001,3.0
5037.0,1259.25,5520.552,1364.0,483.552,5520.552000000001,8.0
8184.0,1636.8,8184.0,744.0,0.0,8184.0,0.0
250.0,83.33333333333333,265.0,900.0,15.0,265.0,5.0
1732.0,866.0,1877.488,210.0,145.488,1877.488,7.0
3268.0,1089.3333333333333,3503.296,570.0,235.296,3503.2960000000003,6.0
3170.0,1585.0,3246.08,810.0,76.08,3246.08,2.0
3615.0,1205.0,4092.18,1085.0,477.18,4092.1800000000003,11.0
6162.0,1540.5,6309.888,1170.0,147.888,6309.888,2.0
250.0,250.0,253.0,420.0,3.0,253.0,1.0
5624.0,1124.8,5826.464,1200.0,202.464,5826.464,3.0
3181.0,1060.3333333333333,3257.344,810.0,76.34400000000001,3257.344,2.0
2323.0,1161.5,2601.76,310.0,278.76,2601.76,10.0
250.0,250.0,271.0,210.0,21.0,271.0,7.0
1634.0,817.0,1692.824,837.0,58.824,1692.824,3.0
1092.0,546.0,1209.936,651.0,117.936,1209.9360000000001,9.0
2842.0,947.3333333333334,3114.832,248.0,272.832,3114.8320000000003,8.0
1954.0,977.0,2024.344,480.0,70.344,2024.344,3.0
250.0,125.0,250.0,390.0,0.0,250.0,0.0
6049.0,1512.25,6557.116,960.0,508.11600000000004,6557.116000000001,7.0
2528.0,1264.0,2770.688,248.0,242.68800000000002,2770.688,8.0
2123.0,530.75,2403.236,1085.0,280.236,2403.2360000000003,11.0
6996.0,1399.2,7835.52,1050.0,839.52,7835.52,10.0
4190.0,1396.6666666666667,4441.4,899.0,251.4,4441.400000000001,5.0
4101.0,1025.25,4150.212,775.0,49.212,4150.212,1.0
