loan_amount,value_per_installment,value_future,payment_term,capitalized_interest,months,installment_percent,loan_purpose_radio_tv,loan_purpose_car_used,installment_plans_none,loan_purpose_furniture,loan_purpose_appliances,allow
6083.0,1520.75,6301.988,837.0,218.988,3.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
7420.0,1855.0,7954.240000000001,930.0,534.24,6.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
3394.0,848.5,3434.728,775.0,40.728,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
1149.0,383.0,1190.364,480.0,41.364000000000004,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
4014.0,1003.5,4158.504,465.0,144.504,3.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
5703.0,1425.75,5771.436,1140.0,68.436,1.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
7433.0,1486.6,8235.764000000001,1023.0,802.764,9.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
3965.0,1321.6666666666667,4250.4800000000005,558.0,285.48,6.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
2191.0,1095.5,2191.0,390.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
2194.0,2194.0,2430.952,270.0,236.952,9.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
5417.0,2708.5,6067.040000000001,1054.0,650.0400000000001,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
3402.0,1134.0,3810.2400000000002,682.0,408.24,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
3917.0,979.25,4246.028,600.0,329.02799999999996,7.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0
2405.0,801.6666666666666,2462.7200000000003,810.0,57.72,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1315.0,657.5,1472.8000000000002,300.0,157.8,10.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,125.0,286.00000000000006,360.0,36.0,12.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
6654.0,2218.0,7133.088000000001,930.0,479.08799999999997,6.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
5772.0,2886.0,6118.320000000001,527.0,346.32,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
3137.0,1568.5,3400.5080000000003,600.0,263.508,7.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
250.0,125.0,250.0,390.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
6481.0,1620.25,6558.772,1140.0,77.772,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
250.0,125.0,265.0,155.0,15.0,5.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
974.0,487.0,997.376,434.0,23.376,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3070.0,767.5,3143.6800000000003,1178.0,73.68,2.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
400.0,200.0,419.20000000000005,120.0,19.2,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
3994.0,1331.3333333333333,4089.856,806.0,95.85600000000001,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1130.0,1130.0,1170.68,480.0,40.68,3.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
5267.0,1316.75,5709.428000000001,1333.0,442.428,7.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
361.0,180.5,369.664,810.0,8.664,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
2609.0,869.6666666666666,2671.616,450.0,62.616,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
5149.0,1287.25,5705.092000000001,279.0,556.092,9.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
3589.0,897.25,3718.204,840.0,129.204,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
1112.0,370.6666666666667,1245.44,310.0,133.44,10.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
8489.0,2122.25,8692.736,1178.0,203.73600000000002,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
3282.0,820.5,3597.072,620.0,315.072,8.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
7261.0,1452.2,7522.396000000001,837.0,261.396,3.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
6568.0,1642.0,7119.712,961.0,551.712,7.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
609.0,203.0,652.8480000000001,558.0,43.848,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
3275.0,1091.6666666666667,3628.7000000000003,660.0,353.70000000000005,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1371.0,457.0,1469.712,570.0,98.71200000000002,6.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
4258.0,1419.3333333333333,4462.384,868.0,204.38400000000001,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3976.0,994.0,4071.424,450.0,95.424,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
1401.0,700.5,1569.1200000000001,300.0,168.12,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
3333.0,1111.0,3612.972,600.0,279.97200000000004,7.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
5790.0,1158.0,6484.8,1054.0,694.8000000000001,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0
250.0,250.0,274.0,248.0,24.0,8.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
6020.0,2006.6666666666667,6308.96,870.0,288.96,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3270.0,1090.0,3505.44,558.0,235.44,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
4401.0,1467.0,4929.120000000001,690.0,528.12,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
2476.0,825.3333333333334,2535.424,434.0,59.424,2.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1881.0,1881.0,1903.5720000000001,420.0,22.572,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
2546.0,636.5,2882.072,1426.0,336.072,11.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
3315.0,1105.0,3513.9,900.0,198.9,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
5217.0,1739.0,5342.2080000000005,806.0,125.208,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
779.0,779.0,844.436,210.0,65.436,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
5831.0,1457.75,6460.7480000000005,1023.0,629.748,9.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
7634.0,1526.8,8366.864000000001,990.0,732.864,8.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2481.0,827.0,2689.404,961.0,208.40400000000002,7.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
4688.0,1172.0,5138.048000000001,992.0,450.048,8.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
5242.0,2621.0,5619.424,570.0,377.42400000000004,6.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
3772.0,1257.3333333333333,4224.64,300.0,452.64000000000004,10.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1634.0,544.6666666666666,1673.2160000000001,810.0,39.216,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
6255.0,1563.75,6255.0,1110.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
3165.0,1055.0,3506.82,651.0,341.82000000000005,9.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
2014.0,671.3333333333334,2255.6800000000003,310.0,241.68,10.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
1631.0,543.6666666666666,1709.288,510.0,78.288,4.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1247.0,1247.0,1291.892,480.0,44.892,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
4087.0,2043.5,4577.4400000000005,690.0,490.44000000000005,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
5345.0,1336.25,5473.28,450.0,128.28,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
1543.0,771.5,1561.516,420.0,18.516000000000002,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
3147.0,3147.0,3449.112,248.0,302.112,8.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
7347.0,2449.0,7787.820000000001,1271.0,440.82,5.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1231.0,410.3333333333333,1363.948,1023.0,132.948,9.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
4061.0,1015.25,4304.66,899.0,243.66,5.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
1412.0,470.6666666666667,1530.6080000000002,600.0,118.60799999999999,7.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
559.0,186.33333333333334,585.832,120.0,26.832,4.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
6483.0,2161.0,7105.368,992.0,622.368,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
6278.0,1569.5,6428.6720000000005,806.0,150.672,2.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
343.0,343.0,384.16,310.0,41.16,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
6116.0,2038.6666666666667,6776.528,651.0,660.528,9.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
1897.0,1897.0,2056.348,589.0,159.34799999999998,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
5040.0,1260.0,5342.400000000001,899.0,302.40000000000003,5.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
5223.0,1044.6,5285.676,1140.0,62.676,1.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
6971.0,1394.2,7054.652,1140.0,83.652,1.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0
1959.0,1959.0,2100.0480000000002,570.0,141.048,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
3472.0,1736.0,3555.328,434.0,83.328,2.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
2164.0,1082.0,2267.8720000000003,510.0,103.872,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
1021.0,510.5,1131.268,279.0,110.268,9.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
3200.0,1600.0,3353.6000000000004,120.0,153.6,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
5426.0,1356.5,5491.112,775.0,65.112,1.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
2873.0,957.6666666666666,3148.8080000000004,248.0,275.808,8.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
5649.0,1412.25,6055.728,930.0,406.72799999999995,6.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
1492.0,497.3333333333333,1581.52,527.0,89.52,5.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
3009.0,1003.0,3117.324,480.0,108.32400000000001,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
1249.0,416.3333333333333,1383.892,270.0,134.892,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
1495.0,747.5,1566.76,124.0,71.76,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
4040.0,1346.6666666666667,4282.400000000001,900.0,242.40000000000003,5.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1668.0,556.0,1668.0,750.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,125.0,262.0,124.0,12.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
5059.0,1264.75,5666.080000000001,1050.0,607.0799999999999,10.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
2775.0,925.0,3141.3,713.0,366.29999999999995,11.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
2016.0,2016.0,2282.112,341.0,266.112,11.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
3716.0,929.0,3760.592,775.0,44.592,1.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
4504.0,1126.0,4774.240000000001,540.0,270.24,5.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
1946.0,486.5,2039.4080000000001,496.0,93.408,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
6201.0,1550.25,6721.884,600.0,520.884,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
3706.0,926.5,4017.304,960.0,311.30400000000003,7.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0
1025.0,341.6666666666667,1086.5,1271.0,61.5,5.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
5517.0,1839.0,6112.836,660.0,595.836,9.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
4295.0,1073.75,4449.62,837.0,154.62,3.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
2167.0,722.3333333333334,2193.004,775.0,26.004,1.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
7276.0,2425.3333333333335,7450.624,806.0,174.624,2.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
1661.0,830.5,1740.728,870.0,79.72800000000001,4.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
5043.0,2521.5,5224.548,465.0,181.548,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
250.0,125.0,283.00000000000006,341.0,33.0,11.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
297.0,148.5,318.384,180.0,21.384,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
2571.0,857.0,2694.408,120.0,123.408,4.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
5759.0,1439.75,5759.0,1116.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
4766.0,1191.5,5166.344,960.0,400.344,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
788.0,788.0,825.8240000000001,124.0,37.824,4.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
9942.0,2485.5,10777.128,961.0,835.128,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
4629.0,2314.5,5240.028,720.0,611.028,11.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
4427.0,1475.6666666666667,4427.0,744.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8074.0,2018.5,8945.992,1020.0,871.9920000000001,9.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0
6365.0,1591.25,6976.040000000001,248.0,611.04,8.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
5929.0,1976.3333333333333,6711.628000000001,720.0,782.6279999999999,11.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
850.0,425.0,962.2,341.0,112.20000000000002,11.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
6184.0,1546.0,6332.416,806.0,148.416,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
6440.0,1288.0,6440.0,1116.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0
290.0,145.0,307.40000000000003,527.0,17.4,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
7800.0,1560.0,8174.400000000001,1230.0,374.40000000000003,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
5841.0,1947.0,6541.920000000001,1054.0,700.92,10.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
4519.0,1506.3333333333333,4519.0,750.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
2777.0,1388.5,2976.944,930.0,199.944,6.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
6851.0,1712.75,7015.424,810.0,164.424,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
4959.0,1239.75,5018.508,1147.0,59.508,1.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0
907.0,453.5,950.5360000000001,496.0,43.536,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
3025.0,1512.5,3097.6,434.0,72.60000000000001,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
6349.0,2116.3333333333335,6501.376,434.0,152.376,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
5859.0,1464.75,5859.0,744.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
6100.0,2033.3333333333333,6905.200000000001,720.0,805.2,11.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3801.0,1900.5,4165.896000000001,620.0,364.896,8.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
4541.0,2270.5,4704.476000000001,837.0,163.476,3.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0
2574.0,1287.0,2790.2160000000003,217.0,216.216,7.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
7465.0,1493.0,7912.900000000001,1620.0,447.9,5.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0
5222.0,1305.5,5848.64,1050.0,626.64,10.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
7712.0,1928.0,8082.176,1240.0,370.176,4.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
3605.0,901.25,3691.52,450.0,86.52,2.0,4.0,1.0,0.0,1.0,0.0,0.0,1.0
4972.0,1243.0,5150.992,837.0,178.99200000000002,3.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,250.0,262.0,120.0,12.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
3729.0,1864.5,3863.244,480.0,134.244,3.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
650.0,325.0,728.0000000000001,310.0,78.0,10.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0
3655.0,1218.3333333333333,4049.7400000000002,651.0,394.74,9.0,3.0,0.0,0.0,1.0,0.0,1.0,1.0
5368.0,1342.0,5883.328,240.0,515.328,8.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
896.0,896.0,939.008,120.0,43.008,4.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
299.0,149.5,313.35200000000003,868.0,14.352,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
5661.0,1415.25,5661.0,1110.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0
2949.0,1474.5,3019.776,450.0,70.776,2.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
477.0,238.5,505.62,155.0,28.62,5.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
6062.0,2020.6666666666667,6789.4400000000005,1054.0,727.44,10.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
8268.0,2067.0,8466.432,810.0,198.43200000000002,2.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
5060.0,1265.0,5606.4800000000005,1020.0,546.48,9.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
1982.0,991.0,2243.6240000000003,720.0,261.62399999999997,11.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
1623.0,811.5,1739.856,570.0,116.856,6.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0
7715.0,2571.6666666666665,8085.320000000001,870.0,370.32,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
7083.0,1416.6,8017.956000000001,1440.0,934.9559999999999,11.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2383.0,794.3333333333334,2383.0,390.0,0.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
1921.0,640.3333333333334,1967.104,450.0,46.104,2.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
1569.0,523.0,1776.1080000000002,720.0,207.108,11.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0
1216.0,608.0,1274.368,120.0,58.368,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2290.0,572.5,2509.84,630.0,219.84,8.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0
2083.0,1041.5,2357.956,341.0,274.956,11.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,125.0,250.0,390.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0
250.0,125.0,268.0,180.0,18.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
5056.0,1264.0,5662.72,1054.0,606.72,10.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0
3793.0,1896.5,4157.128000000001,248.0,364.128,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
6295.0,1573.75,6672.700000000001,899.0,377.70000000000005,5.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0
1395.0,697.5,1461.96,120.0,66.96000000000001,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
250.0,125.0,259.0,840.0,9.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
250.0,250.0,250.0,372.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
1807.0,903.5,1915.42,527.0,108.42,5.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
1637.0,545.6666666666666,1637.0,744.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
3621.0,905.25,4055.5200000000004,682.0,434.52,10.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
424.0,141.33333333333334,449.44,540.0,25.44,5.0,3.0,0.0,1.0,1.0,0.0,0.0,1.0
370.0,185.0,405.52000000000004,240.0,35.52,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
4563.0,1521.0,4672.512,434.0,109.512,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
3676.0,1225.3333333333333,3808.3360000000002,480.0,132.336,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0
9175.0,1835.0,9505.300000000001,1200.0,330.3,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
5037.0,1259.25,5520.552000000001,1364.0,483.552,8.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
8184.0,1636.8,8184.0,744.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,83.33333333333333,265.0,900.0,15.0,5.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0
1732.0,866.0,1877.488,210.0,145.488,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
3268.0,1089.3333333333333,3503.2960000000003,570.0,235.296,6.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
3170.0,1585.0,3246.08,810.0,76.08,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
3615.0,1205.0,4092.1800000000003,1085.0,477.18,11.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0
6162.0,1540.5,6309.888,1170.0,147.888,2.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
250.0,250.0,253.0,420.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
5624.0,1124.8,5826.464,1200.0,202.464,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
3181.0,1060.3333333333333,3257.344,810.0,76.34400000000001,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0
2323.0,1161.5,2601.76,310.0,278.76,10.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
250.0,250.0,271.0,210.0,21.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1634.0,817.0,1692.824,837.0,58.824,3.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0
1092.0,546.0,1209.9360000000001,651.0,117.936,9.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
2842.0,947.3333333333334,3114.8320000000003,248.0,272.832,8.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
1954.0,977.0,2024.344,480.0,70.344,3.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0
250.0,125.0,250.0,390.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
6049.0,1512.25,6557.116000000001,960.0,508.11600000000004,7.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
2528.0,1264.0,2770.688,248.0,242.68800000000002,8.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
2123.0,530.75,2403.2360000000003,1085.0,280.236,11.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
6996.0,1399.2,7835.52,1050.0,839.52,10.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4190.0,1396.6666666666667,4441.400000000001,899.0,251.4,5.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0
4101.0,1025.25,4150.212,775.0,49.212,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
2826.0,1413.0,2859.912,420.0,33.912,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
1380.0,690.0,1562.16,720.0,182.16,11.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
1717.0,1717.0,1799.4160000000002,510.0,82.416,4.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
927.0,463.5,1038.24,300.0,111.24000000000001,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
4478.0,1119.5,4692.944,870.0,214.94400000000002,4.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0
3468.0,1156.0,3509.616,775.0,41.616,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0
8256.0,2064.0,8751.36,900.0,495.36,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
5351.0,1337.75,5800.484,589.0,449.48400000000004,7.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0
250.0,125.0,262.0,120.0,12.0,4.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
6531.0,1632.75,7393.092000000001,720.0,862.092,11.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
2398.0,1199.0,2656.9840000000004,651.0,258.984,9.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0
3074.0,768.5,3332.2160000000003,960.0,258.216,7.0,4.0,0.0,0.0,1.0,1.0,0.0,1.0
6809.0,1702.25,7217.54,899.0,408.53999999999996,5.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0
426.0,213.0,446.44800000000004,124.0,20.448,4.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0
3170.0,1056.6666666666667,3512.36,651.0,342.36,9.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0
4776.0,955.2,5005.2480000000005,868.0,229.24800000000002,4.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0
2538.0,846.0,2568.456,420.0,30.456,1.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0
7227.0,1806.75,8007.5160000000005,1023.0,780.5160000000001,9.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0
250.0,125.0,271.0,217.0,21.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
4067.0,1355.6666666666667,4115.804,420.0,48.804,1.0,3.0,1.0,0.0,1.0,0.0,0.0,1.0
2533.0,1266.5,2654.5840000000003,510.0,121.584,4.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0
7422.0,1855.5,8045.448,1320.0,623.4480000000001,7.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0
2593.0,648.25,2841.9280000000003,992.0,248.928,8.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0
7023.0,1404.6,7528.656000000001,1302.0,505.65599999999995,6.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0
4800.0,1600.0,5203.200000000001,960.0,403.2,7.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0
4989.0,1247.25,5048.868,1147.0,59.868,1.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0
5572.0,1114.4,6240.64,1050.0,668.6400000000001,10.0,5.0,1.0,0.0,1.0,0.0,0.0,1.0
435.0,217.5,487.20000000000005,310.0,52.199999999999996,10.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0
1659.0,553.0,1718.7240000000002,480.0,59.724000000000004,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
1249.0,416.3333333333333,1398.88,300.0,149.88,10.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0
